Date,Country,Product,Revenue,Cost,Profit, Percent Target ,Pipeline
2017-08-11,United Kingdom,vucoo,350075,227548.75,122526.25,69,731165
2017-08-12,United Kingdom,rezota,347275,225728.75,121546.25,31,294554
2017-08-13,United Kingdom,vucoo,110452,71793.8,38658.2,79,307711
2017-08-14,United Kingdom,aeox,3366,2187.9,1178.1,68,725508
2017-08-15,United Kingdom,aeox,44644,29018.6,15625.4,6,870381
2017-08-16,United Kingdom,vucoo,481079,312701.35,168377.65,99,101623
2017-08-17,United Kingdom,rezota,286822,186434.3,100387.7,94,346639
2017-08-18,United Kingdom,rezota,151925,98751.25,53173.75,90,151014
2017-08-19,United Kingdom,aeox,119735,77827.75,41907.25,84,735956
2017-08-20,United Kingdom,rezota,486379,316146.35,170232.65,45,210155
2017-08-21,United Kingdom,aeox,156884,101974.6,54909.4,93,443100
2017-08-22,United Kingdom,aeox,379663,246780.95,132882.05,40,359737
2017-08-23,United Kingdom,vucoo,147229,95698.85,51530.15,71,599954
2017-08-24,United Kingdom,rezota,188468,122504.2,65963.8,81,288154
2017-08-25,United Kingdom,apiera,484640,315016,169624,50,797327
2017-08-26,United Kingdom,vucoo,38214,24839.1,13374.9,98,671338
2017-08-27,United Kingdom,neutratronic,3472,2256.8,1215.2,92,207162
2017-08-28,United Kingdom,vucoo,88650,57622.5,31027.5,97,833745
2017-08-29,United Kingdom,adoriva,105845,68799.25,37045.75,94,456685
2017-08-30,United Kingdom,adoriva,20024,13015.6,7008.4,36,580596
2017-08-31,United Kingdom,adoriva,253940,165061,88879,94,357347
2017-09-01,United Kingdom,aeox,183445,119239.25,64205.75,89,167637
2017-09-02,United Kingdom,adoriva,405513,263583.45,141929.55,66,718949
2017-09-03,United Kingdom,vucoo,356094,231461.1,124632.9,49,858094
2017-09-04,United Kingdom,rezota,105301,68445.65,36855.35,69,355007
2017-09-05,United Kingdom,rezota,276683,179843.95,96839.05,45,830613
2017-09-06,United Kingdom,vucoo,487116,316625.4,170490.6,48,296227
2017-09-07,United Kingdom,aeox,19626,12756.9,6869.1,8,387160
2017-09-08,United Kingdom,apiera,409438,266134.7,143303.3,79,598267
2017-09-09,United Kingdom,neutratronic,226300,147095,79205,80,279175
2017-09-10,United Kingdom,apiera,255254,165915.1,89338.9,33,172568
2017-09-11,United Kingdom,apiera,331874,215718.1,116155.9,30,396124
2017-09-12,United Kingdom,rezota,36405,23663.25,12741.75,81,281553
2017-09-13,United Kingdom,neutratronic,31211,20287.15,10923.85,39,369267
2017-09-14,United Kingdom,rezota,453974,295083.1,158890.9,9,322120
2017-09-15,United Kingdom,aeox,469303,305046.95,164256.05,70,444170
2017-09-16,United Kingdom,rezota,228478,148510.7,79967.3,27,880384
2017-09-17,United Kingdom,neutratronic,399919,259947.35,139971.65,91,598601
2017-09-18,United Kingdom,neutratronic,92611,60197.15,32413.85,29,250668
2017-09-19,United Kingdom,vucoo,73130,47534.5,25595.5,61,580672
2017-09-20,United Kingdom,rezota,203138,132039.7,71098.3,74,540960
2017-09-21,United Kingdom,apiera,364953,237219.45,127733.55,44,280921
2017-09-22,United Kingdom,vucoo,92443,60087.95,32355.05,6,594132
2017-09-23,United Kingdom,adoriva,162143,105392.95,56750.05,76,480347
2017-09-24,United Kingdom,rezota,236789,153912.85,82876.15,76,972765
2017-09-25,United Kingdom,aeox,488956,317821.4,171134.6,89,605232
2017-09-26,United Kingdom,adoriva,221249,143811.85,77437.15,31,775732
2017-09-27,United Kingdom,aeox,497051,323083.15,173967.85,2,228756
2017-09-28,United Kingdom,neutratronic,245846,159799.9,86046.1,36,337794
2017-09-29,United Kingdom,vucoo,79226,51496.9,27729.1,82,881878
2017-09-30,United Kingdom,rezota,316827,205937.55,110889.45,88,614648
2017-10-01,United Kingdom,aeox,6780,4407,2373,20,892418
2017-10-02,United Kingdom,apiera,167404,108812.6,58591.4,34,285675
2017-10-03,United Kingdom,apiera,19074,12398.1,6675.9,83,135905
2017-10-04,United Kingdom,vucoo,162872,105866.8,57005.2,61,800438
2017-10-05,United Kingdom,vucoo,285465,185552.25,99912.75,77,152232
2017-10-06,United Kingdom,aeox,260088,169057.2,91030.8,54,393316
2017-10-07,United Kingdom,apiera,319012,207357.8,111654.2,100,609421
2017-10-08,United Kingdom,vucoo,392043,254827.95,137215.05,91,893755
2017-10-09,United Kingdom,apiera,490795,319016.75,171778.25,69,918871
2017-10-10,United Kingdom,rezota,117690,76498.5,41191.5,60,550256
2017-10-11,United Kingdom,apiera,537,349.05,187.95,94,578678
2017-10-12,United Kingdom,aeox,67774,44053.1,23720.9,14,822311
2017-10-13,United Kingdom,adoriva,245656,159676.4,85979.6,49,954073
2017-10-14,United Kingdom,neutratronic,300733,195476.45,105256.55,25,439094
2017-10-15,United Kingdom,vucoo,324285,210785.25,113499.75,53,699745
2017-10-16,United Kingdom,neutratronic,403200,262080,141120,76,545113
2017-10-17,United Kingdom,aeox,204626,133006.9,71619.1,37,945160
2017-10-18,United Kingdom,adoriva,110426,71776.9,38649.1,17,683310
2017-10-19,United Kingdom,aeox,273937,178059.05,95877.95,70,166642
2017-10-20,United Kingdom,aeox,397292,258239.8,139052.2,17,413922
2017-10-21,United Kingdom,neutratronic,306798,199418.7,107379.3,26,725036
2017-10-22,United Kingdom,adoriva,93234,60602.1,32631.9,54,422804
2017-10-23,United Kingdom,rezota,250931,163105.15,87825.85,85,156996
2017-10-24,United Kingdom,apiera,139567,90718.55,48848.45,36,145596
2017-10-25,United Kingdom,aeox,389952,253468.8,136483.2,12,387614
2017-10-26,United Kingdom,rezota,73947,48065.55,25881.45,37,579882
2017-10-27,United Kingdom,rezota,264910,172191.5,92718.5,74,216655
2017-10-28,United Kingdom,vucoo,321302,208846.3,112455.7,53,887790
2017-10-29,United Kingdom,neutratronic,298923,194299.95,104623.05,19,407391
2017-10-30,United Kingdom,aeox,264684,172044.6,92639.4,15,311985
2017-10-31,United Kingdom,rezota,402517,261636.05,140880.95,0,693283
2017-11-01,United Kingdom,neutratronic,381264,247821.6,133442.4,12,344926
2017-11-02,United Kingdom,aeox,210225,136646.25,73578.75,8,929031
2017-11-03,United Kingdom,rezota,86287,56086.55,30200.45,38,300732
2017-11-04,United Kingdom,rezota,148608,96595.2,52012.8,23,308529
2017-11-05,United Kingdom,adoriva,11142,7242.3,3899.7,48,505725
2017-11-06,United Kingdom,adoriva,24727,16072.55,8654.45,65,330365
2017-11-07,United Kingdom,rezota,487600,316940,170660,7,668508
2017-11-08,United Kingdom,apiera,204323,132809.95,71513.05,97,658232
2017-11-09,United Kingdom,neutratronic,460376,299244.4,161131.6,28,445494
2017-11-10,United Kingdom,vucoo,6651,4323.15,2327.85,78,252838
2017-11-11,United Kingdom,apiera,134244,87258.6,46985.4,82,349073
2017-11-12,United Kingdom,apiera,187964,122176.6,65787.4,61,683389
2017-11-13,United Kingdom,apiera,465773,302752.45,163020.55,82,102687
2017-11-14,United Kingdom,rezota,261571,170021.15,91549.85,36,398063
2017-11-15,United Kingdom,adoriva,315296,204942.4,110353.6,10,985422
2017-11-16,United Kingdom,adoriva,224153,145699.45,78453.55,58,611322
2017-11-17,United Kingdom,apiera,301560,196014,105546,32,574484
2017-11-18,United Kingdom,rezota,123770,80450.5,43319.5,34,523675
2017-11-19,United Kingdom,adoriva,494260,321269,172991,92,296367
2017-11-20,United Kingdom,neutratronic,467504,303877.6,163626.4,26,224401
2017-11-21,United Kingdom,vucoo,215369,139989.85,75379.15,21,301398
2017-11-22,United Kingdom,adoriva,325100,211315,113785,29,395893
2017-11-23,United Kingdom,aeox,114979,74736.35,40242.65,77,626913
2017-11-24,United Kingdom,neutratronic,422298,274493.7,147804.3,41,205122
2017-11-25,United Kingdom,rezota,395874,257318.1,138555.9,31,182278
2017-11-26,United Kingdom,neutratronic,226321,147108.65,79212.35,84,883550
2017-11-27,United Kingdom,rezota,228042,148227.3,79814.7,60,834281
2017-11-28,United Kingdom,aeox,308062,200240.3,107821.7,56,846321
2017-11-29,United Kingdom,rezota,207198,134678.7,72519.3,64,881493
2017-11-30,United Kingdom,neutratronic,14171,9211.15,4959.85,7,176433
2017-12-01,United Kingdom,vucoo,442800,287820,154980,19,533035
2017-12-02,United Kingdom,neutratronic,146250,95062.5,51187.5,29,402430
2017-12-03,United Kingdom,rezota,423007,274954.55,148052.45,32,905923
2017-12-04,United Kingdom,vucoo,115239,74905.35,40333.65,59,218188
2017-12-05,United Kingdom,rezota,179641,116766.65,62874.35,45,328483
2017-12-06,United Kingdom,adoriva,130165,84607.25,45557.75,14,728136
2017-12-07,United Kingdom,apiera,66968,43529.2,23438.8,13,998566
2017-12-08,United Kingdom,apiera,411908,267740.2,144167.8,32,438415
2017-12-09,United Kingdom,adoriva,179601,116740.65,62860.35,24,321327
2017-12-10,United Kingdom,aeox,333226,216596.9,116629.1,99,333866
2017-12-11,United Kingdom,adoriva,247588,160932.2,86655.8,74,887161
2017-12-12,United Kingdom,vucoo,392864,255361.6,137502.4,98,988097
2017-12-13,United Kingdom,vucoo,184630,120009.5,64620.5,82,993648
2017-12-14,United Kingdom,neutratronic,80925,52601.25,28323.75,21,544618
2017-12-15,United Kingdom,vucoo,391168,254259.2,136908.8,27,365418
2017-12-16,United Kingdom,rezota,471764,306646.6,165117.4,78,794232
2017-12-17,United Kingdom,aeox,343160,223054,120106,18,337802
2017-12-18,United Kingdom,aeox,445230,289399.5,155830.5,46,376209
2017-12-19,United Kingdom,apiera,314631,204510.15,110120.85,51,908592
2017-12-20,United Kingdom,apiera,354888,230677.2,124210.8,50,653736
2017-12-21,United Kingdom,neutratronic,283792,184464.8,99327.2,100,311599
2017-12-22,United Kingdom,neutratronic,413895,269031.75,144863.25,13,337636
2017-12-23,United Kingdom,apiera,492550,320157.5,172392.5,3,595745
2017-12-24,United Kingdom,rezota,440901,286585.65,154315.35,60,371110
2017-12-25,United Kingdom,adoriva,43690,28398.5,15291.5,45,264913
2017-12-26,United Kingdom,neutratronic,218741,142181.65,76559.35,57,899385
2017-12-27,United Kingdom,aeox,470762,305995.3,164766.7,40,472430
2017-12-28,United Kingdom,apiera,145288,94437.2,50850.8,82,861114
2017-12-29,United Kingdom,vucoo,43881,28522.65,15358.35,45,972186
2017-12-30,United Kingdom,vucoo,381063,247690.95,133372.05,5,177274
2017-12-31,United Kingdom,vucoo,127051,82583.15,44467.85,38,842168
2017-01-01,Spain,aeox,429484,279164.6,150319.4,73,616852
2017-01-02,Spain,vucoo,166405,108163.25,58241.75,54,938490
2017-01-03,Spain,rezota,332802,216321.3,116480.7,13,350336
2017-01-04,Spain,apiera,165389,107502.85,57886.15,57,319976
2017-01-05,Spain,vucoo,69516,45185.4,24330.6,45,504686
2017-01-06,Spain,apiera,37514,24384.1,13129.9,28,234023
2017-01-07,Spain,adoriva,472156,306901.4,165254.6,20,723757
2017-01-08,Spain,adoriva,242267,157473.55,84793.45,68,239197
2017-01-09,Spain,rezota,276680,179842,96838,23,240740
2017-01-10,Spain,neutratronic,279042,181377.3,97664.7,2,170303
2017-01-11,Spain,aeox,194291,126289.15,68001.85,68,742180
2017-01-12,Spain,rezota,378554,246060.1,132493.9,99,581871
2017-01-13,Spain,adoriva,269251,175013.15,94237.85,24,357645
2017-01-14,Spain,apiera,170438,110784.7,59653.3,43,373722
2017-01-15,Spain,adoriva,304154,197700.1,106453.9,29,624401
2017-01-16,Spain,apiera,444818,289131.7,155686.3,90,212577
2017-01-17,Spain,adoriva,208729,135673.85,73055.15,10,182945
2017-01-18,Spain,vucoo,75303,48946.95,26356.05,21,445514
2017-01-19,Spain,vucoo,133915,87044.75,46870.25,19,816415
2017-01-20,Spain,adoriva,182854,118855.1,63998.9,32,992552
2017-01-21,Spain,adoriva,43413,28218.45,15194.55,3,286980
2017-01-22,Spain,neutratronic,199021,129363.65,69657.35,60,327971
2017-01-23,Spain,neutratronic,73152,47548.8,25603.2,80,788646
2017-01-24,Spain,rezota,284257,184767.05,99489.95,60,471339
2017-01-25,Spain,vucoo,190860,124059,66801,36,940825
2017-01-26,Spain,adoriva,259982,168988.3,90993.7,62,405475
2017-01-27,Spain,adoriva,213691,138899.15,74791.85,56,728774
2017-01-28,Spain,neutratronic,442010,287306.5,154703.5,86,785378
2017-01-29,Spain,neutratronic,166997,108548.05,58448.95,73,807429
2017-01-30,Spain,rezota,72173,46912.45,25260.55,63,351380
2017-01-31,Spain,aeox,108085,70255.25,37829.75,19,688487
2017-02-01,Spain,adoriva,264896,172182.4,92713.6,52,255373
2017-02-02,Spain,rezota,425920,276848,149072,12,829554
2017-02-03,Spain,adoriva,96163,62505.95,33657.05,67,490028
2017-02-04,Spain,apiera,266458,173197.7,93260.3,0,925156
2017-02-05,Spain,adoriva,147655,95975.75,51679.25,77,932880
2017-02-06,Spain,adoriva,414659,269528.35,145130.65,38,584896
2017-02-07,Spain,adoriva,286180,186017,100163,9,134473
2017-02-08,Spain,vucoo,126765,82397.25,44367.75,28,787161
2017-02-09,Spain,adoriva,387943,252162.95,135780.05,7,110872
2017-02-10,Spain,adoriva,213137,138539.05,74597.95,78,431293
2017-02-11,Spain,adoriva,305609,198645.85,106963.15,21,978814
2017-02-12,Spain,rezota,490788,319012.2,171775.8,18,720190
2017-02-13,Spain,apiera,215610,140146.5,75463.5,5,485866
2017-02-14,Spain,vucoo,114861,74659.65,40201.35,29,557962
2017-02-15,Spain,rezota,40826,26536.9,14289.1,88,401262
2017-02-16,Spain,apiera,452217,293941.05,158275.95,15,888802
2017-02-17,Spain,rezota,246996,160547.4,86448.6,27,458524
2017-02-18,Spain,aeox,378979,246336.35,132642.65,82,549178
2017-02-19,Spain,neutratronic,126382,82148.3,44233.7,95,708187
2017-02-20,Spain,vucoo,154145,100194.25,53950.75,66,168742
2017-02-21,Spain,rezota,302388,196552.2,105835.8,87,402420
2017-02-22,Spain,rezota,73867,48013.55,25853.45,13,269207
2017-02-23,Spain,vucoo,462143,300392.95,161750.05,99,254532
2017-02-24,Spain,apiera,44759,29093.35,15665.65,69,752852
2017-02-25,Spain,vucoo,174679,113541.35,61137.65,98,769703
2017-02-26,Spain,adoriva,81756,53141.4,28614.6,51,743268
2017-02-27,Spain,neutratronic,464884,302174.6,162709.4,50,732052
2017-02-28,Spain,vucoo,276448,179691.2,96756.8,59,359775
2017-03-01,Spain,aeox,108650,70622.5,38027.5,16,859676
2017-03-02,Spain,apiera,341366,221887.9,119478.1,50,298414
2017-03-03,Spain,adoriva,128357,83432.05,44924.95,36,557521
2017-03-04,Spain,apiera,75082,48803.3,26278.7,97,139129
2017-03-05,Spain,aeox,197559,128413.35,69145.65,4,860237
2017-03-06,Spain,vucoo,327107,212619.55,114487.45,1,311860
2017-03-07,Spain,apiera,388270,252375.5,135894.5,47,245131
2017-03-08,Spain,rezota,162741,105781.65,56959.35,53,711734
2017-03-09,Spain,apiera,364999,237249.35,127749.65,98,104864
2017-03-10,Spain,rezota,450922,293099.3,157822.7,81,296524
2017-03-11,Spain,vucoo,403644,262368.6,141275.4,38,201943
2017-03-12,Spain,adoriva,437854,284605.1,153248.9,51,786315
2017-03-13,Spain,apiera,245264,159421.6,85842.4,65,319785
2017-03-14,Spain,adoriva,54224,35245.6,18978.4,65,298219
2017-03-15,Spain,neutratronic,212293,137990.45,74302.55,29,882613
2017-03-16,Spain,neutratronic,284865,185162.25,99702.75,97,663700
2017-03-17,Spain,apiera,424858,276157.7,148700.3,73,916536
2017-03-18,Spain,aeox,223128,145033.2,78094.8,60,105258
2017-03-19,Spain,vucoo,32056,20836.4,11219.6,41,493685
2017-03-20,Spain,neutratronic,320570,208370.5,112199.5,23,473329
2017-03-21,Spain,neutratronic,206176,134014.4,72161.6,97,171446
2017-03-22,Spain,vucoo,198420,128973,69447,98,195958
2017-03-23,Spain,rezota,43942,28562.3,15379.7,46,160981
2017-03-24,Spain,aeox,96973,63032.45,33940.55,80,553899
2017-03-25,Spain,adoriva,69376,45094.4,24281.6,25,835569
2017-03-26,Spain,aeox,445493,289570.45,155922.55,2,855953
2017-03-27,Spain,adoriva,206257,134067.05,72189.95,57,654948
2017-03-28,Spain,vucoo,70073,45547.45,24525.55,97,103023
2017-03-29,Spain,adoriva,64084,41654.6,22429.4,34,173415
2017-03-30,Spain,adoriva,380486,247315.9,133170.1,1,561540
2017-03-31,Spain,apiera,15041,9776.65,5264.35,50,132224
2017-04-01,Spain,rezota,84818,55131.7,29686.3,93,349901
2017-04-02,Spain,rezota,6948,4516.2,2431.8,94,279404
2017-04-03,Spain,aeox,18886,12275.9,6610.1,63,181517
2017-04-04,Spain,neutratronic,433700,281905,151795,5,370900
2017-04-05,Spain,aeox,382777,248805.05,133971.95,16,245265
2017-04-06,Spain,rezota,109597,71238.05,38358.95,55,843953
2017-04-07,Spain,adoriva,406353,264129.45,142223.55,95,237446
2017-04-08,Spain,rezota,199312,129552.8,69759.2,70,868725
2017-04-09,Spain,adoriva,248184,161319.6,86864.4,36,877098
2017-04-10,Spain,aeox,306559,199263.35,107295.65,76,949188
2017-04-11,Spain,adoriva,428649,278621.85,150027.15,95,244113
2017-04-12,Spain,apiera,45892,29829.8,16062.2,46,207844
2017-04-13,Spain,rezota,208569,135569.85,72999.15,56,789232
2017-04-14,Spain,apiera,468444,304488.6,163955.4,57,806635
2017-04-15,Spain,neutratronic,333229,216598.85,116630.15,58,430339
2017-04-16,Spain,apiera,496599,322789.35,173809.65,16,445488
2017-04-17,Spain,rezota,344942,224212.3,120729.7,8,722500
2017-04-18,Spain,neutratronic,152596,99187.4,53408.6,15,507359
2017-04-19,Spain,adoriva,197615,128449.75,69165.25,48,491425
2017-04-20,Spain,rezota,53502,34776.3,18725.7,69,845484
2017-04-21,Spain,rezota,283154,184050.1,99103.9,85,203260
2017-04-22,Spain,neutratronic,96321,62608.65,33712.35,91,563897
2017-04-23,Spain,apiera,453743,294932.95,158810.05,1,778776
2017-04-24,Spain,neutratronic,53944,35063.6,18880.4,53,228804
2017-04-25,Spain,apiera,85713,55713.45,29999.55,5,555806
2017-04-26,Spain,aeox,62988,40942.2,22045.8,27,519527
2017-04-27,Spain,apiera,491674,319588.1,172085.9,47,393096
2017-04-28,Spain,rezota,362925,235901.25,127023.75,25,507837
2017-04-29,Spain,vucoo,50268,32674.2,17593.8,72,826530
2017-04-30,Spain,apiera,418507,272029.55,146477.45,65,631789
2017-05-01,Spain,apiera,15374,9993.1,5380.9,68,520739
2017-05-02,Spain,neutratronic,404406,262863.9,141542.1,28,336734
2017-05-03,Spain,aeox,479492,311669.8,167822.2,30,619880
2017-05-04,Spain,rezota,78096,50762.4,27333.6,30,466020
2017-05-05,Spain,neutratronic,212966,138427.9,74538.1,18,392020
2017-05-06,Spain,vucoo,102550,66657.5,35892.5,21,991771
2017-05-07,Spain,vucoo,328162,213305.3,114856.7,7,837009
2017-05-08,Spain,neutratronic,363523,236289.95,127233.05,39,940550
2017-05-09,Spain,neutratronic,467695,304001.75,163693.25,11,173363
2017-05-10,Spain,rezota,172081,111852.65,60228.35,97,390635
2017-05-11,Spain,apiera,23983,15588.95,8394.05,26,877741
2017-05-12,Spain,vucoo,297358,193282.7,104075.3,85,850970
2017-05-13,Spain,rezota,202649,131721.85,70927.15,21,539396
2017-05-14,Spain,neutratronic,345802,224771.3,121030.7,81,629883
2017-05-15,Spain,rezota,423215,275089.75,148125.25,38,885836
2017-05-16,Spain,apiera,251425,163426.25,87998.75,86,962698
2017-05-17,Spain,apiera,328420,213473,114947,58,769894
2017-05-18,Spain,vucoo,464509,301930.85,162578.15,77,334388
2017-05-19,Spain,rezota,206066,133942.9,72123.1,99,130447
2017-05-20,Spain,aeox,108396,70457.4,37938.6,89,801056
2017-05-21,Spain,apiera,343773,223452.45,120320.55,22,377640
2017-05-22,Spain,rezota,59113,38423.45,20689.55,70,457644
2017-05-23,Spain,rezota,96178,62515.7,33662.3,91,540262
2017-05-24,Spain,apiera,140909,91590.85,49318.15,4,821106
2017-05-25,Spain,adoriva,411609,267545.85,144063.15,28,559342
2017-05-26,Spain,vucoo,385173,250362.45,134810.55,21,521133
2017-05-27,Spain,adoriva,441301,286845.65,154455.35,44,860832
2017-05-28,Spain,rezota,257440,167336,90104,98,618657
2017-05-29,Spain,vucoo,248236,161353.4,86882.6,30,449746
2017-05-30,Spain,apiera,365663,237680.95,127982.05,67,433473
2017-05-31,Spain,adoriva,87476,56859.4,30616.6,15,938086
2017-06-01,Spain,aeox,327970,213180.5,114789.5,80,527593
2017-06-02,Spain,aeox,307654,199975.1,107678.9,69,486006
2017-06-03,Spain,aeox,464465,301902.25,162562.75,83,918723
2017-06-04,Spain,apiera,212251,137963.15,74287.85,52,690031
2017-06-05,Spain,adoriva,217033,141071.45,75961.55,10,913246
2017-06-06,Spain,vucoo,192961,125424.65,67536.35,26,288823
2017-06-07,Spain,aeox,219971,142981.15,76989.85,39,383437
2017-06-08,Spain,apiera,303923,197549.95,106373.05,90,917778
2017-06-09,Spain,aeox,2847,1850.55,996.45,5,822456
2017-06-10,Spain,vucoo,227324,147760.6,79563.4,44,457096
2017-06-11,Spain,apiera,257023,167064.95,89958.05,77,502594
2017-06-12,Spain,vucoo,115294,74941.1,40352.9,40,364015
2017-06-13,Spain,aeox,236488,153717.2,82770.8,65,517930
2017-06-14,Spain,apiera,312828,203338.2,109489.8,48,792000
2017-06-15,Spain,neutratronic,255770,166250.5,89519.5,22,825232
2017-06-16,Spain,neutratronic,393690,255898.5,137791.5,95,472082
2017-06-17,Spain,neutratronic,94543,61452.95,33090.05,84,467578
2017-06-18,Spain,aeox,167124,108630.6,58493.4,95,100112
2017-06-19,Spain,adoriva,236642,153817.3,82824.7,92,127646
2017-06-20,Spain,neutratronic,370597,240888.05,129708.95,82,710705
2017-06-21,Spain,apiera,95658,62177.7,33480.3,1,802393
2017-06-22,Spain,aeox,267837,174094.05,93742.95,48,214305
2017-06-23,Spain,adoriva,418888,272277.2,146610.8,79,348268
2017-06-24,Spain,rezota,354003,230101.95,123901.05,39,626315
2017-06-25,Spain,neutratronic,215839,140295.35,75543.65,73,822140
2017-06-26,Spain,vucoo,366888,238477.2,128410.8,86,900032
2017-06-27,Spain,rezota,186905,121488.25,65416.75,30,732840
2017-06-28,Spain,rezota,163263,106120.95,57142.05,40,267051
2017-06-29,Spain,aeox,79820,51883,27937,49,596770
2017-06-30,Spain,rezota,478494,311021.1,167472.9,85,920579
2017-07-01,Spain,apiera,150716,97965.4,52750.6,79,559398
2017-07-02,Spain,adoriva,490620,318903,171717,20,384316
2017-07-03,Spain,adoriva,131060,85189,45871,7,262139
2017-07-04,Spain,adoriva,248898,161783.7,87114.3,26,685448
2017-07-05,Spain,neutratronic,298153,193799.45,104353.55,51,183767
2017-07-06,Spain,vucoo,202680,131742,70938,45,999641
2017-07-07,Spain,rezota,243273,158127.45,85145.55,96,648945
2017-07-08,Spain,vucoo,263426,171226.9,92199.1,32,934726
2017-07-09,Spain,aeox,180492,117319.8,63172.2,69,448404
2017-07-10,Spain,apiera,11564,7516.6,4047.4,75,396237
2017-07-11,Spain,aeox,211181,137267.65,73913.35,74,654359
2017-07-12,Spain,aeox,168514,109534.1,58979.9,41,928298
2017-07-13,Spain,neutratronic,316065,205442.25,110622.75,12,752044
2017-07-14,Spain,adoriva,285383,185498.95,99884.05,70,588183
2017-07-15,Spain,neutratronic,77432,50330.8,27101.2,16,660590
2017-07-16,Spain,aeox,129370,84090.5,45279.5,84,734273
2017-07-17,Spain,adoriva,328174,213313.1,114860.9,49,948940
2017-07-18,Spain,apiera,272898,177383.7,95514.3,2,575415
2017-07-19,Spain,apiera,195747,127235.55,68511.45,41,527898
2017-07-20,Spain,neutratronic,138892,90279.8,48612.2,22,452761
2017-07-21,Spain,rezota,370361,240734.65,129626.35,49,412033
2017-07-22,Spain,rezota,68737,44679.05,24057.95,35,113508
2017-07-23,Spain,apiera,191078,124200.7,66877.3,60,455844
2017-07-24,Spain,rezota,447336,290768.4,156567.6,69,566607
2017-07-25,Spain,adoriva,232297,150993.05,81303.95,70,795829
2017-07-26,Spain,rezota,269373,175092.45,94280.55,87,864744
2017-07-27,Spain,vucoo,452055,293835.75,158219.25,66,112521
2017-07-28,Spain,adoriva,279279,181531.35,97747.65,87,121059
2017-07-29,Spain,neutratronic,87677,56990.05,30686.95,76,493105
2017-07-30,Spain,neutratronic,459141,298441.65,160699.35,94,706462
2017-07-31,Spain,adoriva,316390,205653.5,110736.5,69,120426
2017-08-01,Spain,vucoo,84528,54943.2,29584.8,61,334720
2017-08-02,Spain,aeox,82688,53747.2,28940.8,55,533611
2017-08-03,Spain,apiera,100571,65371.15,35199.85,87,604025
2017-08-04,Spain,rezota,398362,258935.3,139426.7,80,582304
2017-08-05,Spain,aeox,5346,3474.9,1871.1,61,104727
2017-08-06,Spain,aeox,308895,200781.75,108113.25,49,604345
2017-08-07,Spain,adoriva,138811,90227.15,48583.85,53,981878
2017-08-08,Spain,rezota,264968,172229.2,92738.8,52,674362
2017-08-09,Spain,aeox,170412,110767.8,59644.2,39,316612
2017-08-10,Spain,apiera,293032,190470.8,102561.2,57,298533
2017-08-11,Spain,vucoo,461846,300199.9,161646.1,6,731165
2017-08-12,Spain,rezota,323999,210599.35,113399.65,49,294554
2017-08-13,Spain,vucoo,270935,176107.75,94827.25,57,307711
2017-08-14,Spain,aeox,258806,168223.9,90582.1,7,725508
2017-08-15,Spain,aeox,143442,93237.3,50204.7,60,870381
2017-08-16,Spain,vucoo,130558,84862.7,45695.3,99,101623
2017-08-17,Spain,rezota,349838,227394.7,122443.3,56,346639
2017-08-18,Spain,rezota,206960,134524,72436,20,151014
2017-08-19,Spain,aeox,288165,187307.25,100857.75,4,735956
2017-08-20,Spain,rezota,366171,238011.15,128159.85,74,210155
2017-08-21,Spain,aeox,123398,80208.7,43189.3,52,443100
2017-08-22,Spain,aeox,484378,314845.7,169532.3,13,359737
2017-08-23,Spain,vucoo,441924,287250.6,154673.4,35,599954
2017-08-24,Spain,rezota,33821,21983.65,11837.35,67,288154
2017-08-25,Spain,apiera,294934,191707.1,103226.9,10,797327
2017-08-26,Spain,vucoo,392219,254942.35,137276.65,36,671338
2017-08-27,Spain,neutratronic,49580,32227,17353,28,207162
2017-08-28,Spain,vucoo,410076,266549.4,143526.6,45,833745
2017-08-29,Spain,adoriva,235180,152867,82313,12,456685
2017-08-30,Spain,adoriva,4956,3221.4,1734.6,45,580596
2017-08-31,Spain,adoriva,494633,321511.45,173121.55,74,357347
2017-09-01,Spain,aeox,78639,51115.35,27523.65,4,167637
2017-09-02,Spain,adoriva,372632,242210.8,130421.2,17,718949
2017-09-03,Spain,vucoo,467188,303672.2,163515.8,36,858094
2017-09-04,Spain,rezota,213146,138544.9,74601.1,83,355007
2017-09-05,Spain,rezota,452556,294161.4,158394.6,81,830613
2017-09-06,Spain,vucoo,30993,20145.45,10847.55,66,296227
2017-09-07,Spain,aeox,143877,93520.05,50356.95,38,387160
2017-09-08,Spain,apiera,135888,88327.2,47560.8,63,598267
2017-09-09,Spain,neutratronic,163075,105998.75,57076.25,80,279175
2017-09-10,Spain,apiera,336664,218831.6,117832.4,67,172568
2017-09-11,Spain,apiera,412806,268323.9,144482.1,56,396124
2017-09-12,Spain,rezota,354911,230692.15,124218.85,87,281553
2017-09-13,Spain,neutratronic,424428,275878.2,148549.8,68,369267
2017-09-14,Spain,rezota,4237,2754.05,1482.95,96,322120
2017-09-15,Spain,aeox,339064,220391.6,118672.4,72,444170
2017-09-16,Spain,rezota,83396,54207.4,29188.6,60,880384
2017-09-17,Spain,neutratronic,73676,47889.4,25786.6,54,598601
2017-09-18,Spain,neutratronic,237587,154431.55,83155.45,67,250668
2017-09-19,Spain,vucoo,338243,219857.95,118385.05,61,580672
